Source Title,DOI,TD_Score
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.6.769,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.11.003,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9182-9,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.11.002,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.881779,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9150-4,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.10.006,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.5.595,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9152-2,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.4.409,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.873684,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.4.499,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-5-35,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.3.291,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2006.05.005,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2006.07.002,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9078-8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.869773,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-5-12,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9038-8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.862536,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.862571,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.04.016,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9000-9,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.1.17,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-7784-2,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.05.006,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.03.004,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.856253,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.856259,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2.6.673,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2.5.523,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.851507,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.09.019,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.851506,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2.4.465,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-3554-4,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.846709,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.845147,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.845154,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.09.015,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-1739-5,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.843289,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.840193,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.840470,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-4-49,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.839633,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.06.009,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.07.003,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/B:ABME.0000042226.97347.de,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.05.002,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.1.1.115,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.02.010,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.826697,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2003.10.003,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.821029,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.820321,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.820340,1.0
BIOMEDICAL ENGINEERING ONLINE,,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1630600,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.818473,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1616929,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1615577,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.816077,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1603751,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(03)00076-6,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(03)00072-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.812194,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1569266,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.809490,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.807643,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.807317,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-2-14,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.804504,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.805468,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.805471,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.805459,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1521932,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(02)00006-1,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1467923,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(01)00095-9,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(01)00097-2,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1415520,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.951521,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1359452,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(01)00008-X,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(01)00006-6,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(00)00071-0,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.867917,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1315650,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.855942,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1312187,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1310222,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.828143,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9597-6,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2008.09.005,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9582-0,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2002154,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.5.6.747,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2001294,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2008.02.003,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.2001132,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.923766,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2007.11.004,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.5.5.549,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.912429,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.919140,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9516-x,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2007.05.013,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.5.4.475,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9497-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2008.919883,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9447-6,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2007.05.012,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.5.3.311,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.5.3.287,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9448-5,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9445-8,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-008-9452-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.905388,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.909504,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.912653,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.902248,1.0
BIOMEDICAL SIGNAL PROCESSING AND CONTROL,10.1016/j.bspc.2007.10.001,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9404-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.899298,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.5.1.1,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.4.6.821,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.4.6.815,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.895748,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.895749,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9323-9,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2006.08.016,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9332-8,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9320-z,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.4.5.699,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.900816,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-007-9311-0,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2007.890739,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2006.06.006,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.889184,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9242-1,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.889175,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.889189,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9217-2,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.886664,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2006.01.001,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.6.749,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.877117,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.5.557,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.875713,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.873565,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9122-8,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2005.07.023,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.863971,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-006-9126-4,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.3.357,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.872819,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.3.273,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.872821,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.872825,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2006.870195,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9070-8,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9053-9,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.3.2.245,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.869769,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9029-9,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9033-0,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9018-z,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.859812,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-9012-5,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.857639,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.856245,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2.6.647,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.855727,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.12.006,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.855711,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.855719,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-5624-z,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2.5.623,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.851527,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-5364-0,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.851524,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.847526,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2.4.409,1.0
EXPERT REVIEW OF MEDICAL DEVICES,,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-2867-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.846727,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.845226,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-4388-9,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.09.003,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.844050,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-2513-4,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2005.844030,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-8973-8,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-8983-6,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-4-62,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-4-36,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-4-17,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.2.1.47,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-4-53,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-005-8963-x,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.834280,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.836503,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.834274,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.08.002,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-004-7819-0,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/14734440.1.2.169,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.1.1.1,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/j.medengphy.2004.03.007,1.0
EXPERT REVIEW OF MEDICAL DEVICES,10.1586/17434440.1.1.105,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.827539,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.827263,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.827272,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.826702,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2004.827063,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1023/B:ABME.0000019178.95185.ad,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.821011,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.820377,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1023/B:ABME.0000012739.88554.01,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-3-9,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-3-30,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-3-4,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.820323,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-3-21,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.819849,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(03)00114-0,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1615576,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.818468,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(03)00118-8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.818470,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1603748,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.816068,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(03)00049-3,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(03)00050-X,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.812190,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.812222,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(02)00249-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.810691,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1566772,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.810708,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.809493,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2003.809505,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(02)00150-9,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1540636,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.807326,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-2-6,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.805481,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.805482,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.803519,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.802015,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.1010854,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.1010849,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2002.1001971,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(02)00004-8,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1468890,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.991158,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1468889,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1475342,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(01)00121-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.979355,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1433487,1.0
BIOMEDICAL ENGINEERING ONLINE,10.1186/1475-925X-1-4,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(01)00120-5,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.966602,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1415525,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.923791,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.918590,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(00)00082-5,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.909648,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1349701,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1329885,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.880102,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1318928,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1320842,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1308484,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1312188,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.1289470,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.294,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.821731,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.817611,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.804573,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(00)00004-7,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.771188,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.771190,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.202,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(99)00064-8,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.740882,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.740881,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.740885,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(98)00067-8,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.32,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(98)00052-6,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.75,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.111,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.64,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.704876,1.0
MEDICAL ENGINEERING & PHYSICS,10.1016/S1350-4533(98)00014-9,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.686792,1.0
ANNALS OF BIOMEDICAL ENGINEERING,10.1114/1.98,1.0
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/10.678607,1.0
