DOI,Cited References,Publication Year,Source Title,Abstract,WoS Categories,Article Title,Keywords,citing
,1,2026-01-01,BIOMATERIALS,"Research on the browning of adipocytes has been increasing in recent years owing to the prevalence of lifestyle diseases such as obesity and diabetes. Accumulation of brown fat enhances energy expenditure and could be a strategy to fight obesity. While approaches to induce browning in animals for therapeutic purposes have been tested, clinically applicable options are limited. Here, we propose chemically induced in vivo brown adipogenic reprogramming for the therapeutic application of brown adipocytes. By phenotypic screening, we identified a novel combination of two small molecules, SB431542 (SB) and NKH477 (NK), a TGF beta inhibitor and a cAMP activator, respectively, that could reprogram mouse embryonic fibroblasts (MEFs) to adipocyte-like cells with brown/beige adipocyte properties. We demonstrated that the expression of both Ppar gamma and Cebp beta via TGF beta inhibition and cAMP activation is essential for the increased activation of UCP1 due to the synergistic effects of SB and NK combination (SBNK) on adipogenesis. We further demonstrated the potential clinical application of this in vivo brown adipogenic reprogramming by showing that high-fat diet (HFD)-fed mice treated intraperitoneally with the SBNK exhibited enhanced browning capacity and were protected from HFD-induced impairment of glucose metabolism. Finally, microneedle patches embedded with SBNK-loaded nanoparticles were applied to the mice's skin around subcutaneous white adipose tissue to test the efficacy of local delivery, which also showed a browning effect. Taken together, a novel combination of small molecules that synergistically induced browning with far-reaching translatable therapeutic potentials was developed in this study.","Engineering, Biomedical",In vivo brown adipogenic reprogramming induced by a small molecule cocktail,,[]
,0,2026-01-01,BIOACTIVE MATERIALS,"Glioblastoma (GB) is one of the most aggressive and lethal brain tumors, characterized by rapid proliferation, diffuse infiltrative growth, therapeutic resistance, and molecular heterogeneity. A major challenge in studying GB is the lack of in vitro models that accurately replicate the tumor's cellular characteristics observed in vivo, particularly the importance of three-dimensional (3D) models. This study investigated the traction stress exerted by LN229 and T98G human GB cell lines, as well as the HMC3 human microglia cell line, using traction force microscopy. First, cells were cultured on two-dimensional (2D) collagen-coated surfaces and within threedimensional (3D) collagen-based bioactive matrices. Afterward, these cells were extracted and reseeded on flat polyacrylamide gels coated with collagen type I to perform traction force microscopy, thereby directly probing the mechanical memory imparted by their prior 2D or 3D environments. Our findings reveal that GB cells exert substantially higher traction stresses when cultured on 2D collagen-coated surfaces compared to those cultured in 3D bioactive matrices. This underscores the relevance of protein-based bioactive materials, such as collagen scaffolds, in replicating in vivo tumor microenvironments to study GB behavior. Single-cell nanoindentation and focal adhesions quantification were performed to offer mechanistic insights into glioblastoma and microglia cells. Interestingly, in addition to notable differences in traction stresses between cells cultured in 2D and 3D collagen environments, glioblastoma showed significant variation based on the cell type in terms of single-cell stiffness and focal adhesion metrics. These findings underscore the importance of complementary biophysical assays and realistic 3D bioactive matrices when studying GB mechanics in vitro.","Engineering, Biomedical",Dimensional memory in glioblastoma mechanics: Traction force analysis of cells cultured in 2D versus 3D collagen environments,,[]
,0,2026-01-01,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,"Although the growing studies investigating muscle echo intensity (EI) and shear modulus, little is known about the effects of adipose tissue thickness (ATT) on these measures. We investigated whether ATT influences the EI and shear modulus measurements of the human tibialis anterior superficial (TA(superficial)) and deep (TA(deep)) compartments. Ultrasound measurements were taken from the TA at rest, near the highest cross-sectional area, in ten physically active adults in the following conditions: without fat layers and with one and two fat layers. The EI and shear modulus of both TA(superficial) and TA(deep) were determined, and the best-fit regression model was calculated to assess the influence of ATT on EI and shear modulus. A repeated measures ANOVA were adopted to investigate the differences in EI and shear modulus in the different fat layers. The ATT was seen to affect the EI of both TA(superficial) (R-2 = 0.58; p < 0.001) and TA(deep) (R-2 = 0.44; p < 0.001). When the thickness of TA(superficial) was summed with ATT, the EI of TA(deep) was also affected but to a less extent (R-2 = 0.25; p = 0.004). No significant influence of ATT on shear modulus was seen for both TA compartments (p >= 0.061). While EI decreased in both TA compartments (p < 0.05), the repeated measures ANOVA revealed that only TA(deep) shear modulus decreased with the addition of two fat layers (p = 0.005). Corrective formula for EI measurements was determined. Thus, while skeletal muscle EI measurements should be corrected for the thickness of subcutaneous adipose tissue as well as the depth of region of interest, shear modulus does not.","Engineering, Biomedical",Effect of adipose and muscle tissue thickness on skeletal muscle echo intensity and passive shear modulus: An ultrasound elastography approach,,[]
,0,2026-01-01,BIOMATERIALS,"Paracrine function of mesenchymal stem cells (MSCs) plays the core role in applying for tissue regeneration and repair, which can be enhanced by various strategies. However, the underlying law and mechanism of enhancing paracrine function through topology structures remain deficiency. Herein, a series of topology scaffolds are developed to culture bone marrow mesenchymal stem cells (BMSCs) without additional biochemical stimulators, which can significantly promote paracrine-related cytokines expression through mediating cytoskeleton-related mechanotransduction. Topology scaffolds prove that the paracrine function of BMSCs positively correlates to the limited spreading state of cells, while independent of cell shape or specific topology structures. The enhancement in the paracrine function of BMSCs originates from mechanotransduction-related metabolism reprogramming, dominated by depressing cytoskeleton spreading on topology scaffolds. Up-regulated paracrine-related cytokines can effectively enhance vascularization, inhibit apoptosis, depress inflammatory responses, and promote antiinflammatory cytokines expression. Topology scaffolds-enhanced paracrine of BMSCs can significantly promote healing rate and quality of deep II-degree burn wounds, based on inhibiting inflammatory levels and enhancing collagen deposition and angiogenesis. The novel strategy may overcome side effects of MSCs therapy and can extend topology scaffolds to more complicated tissue repairing situation.","Engineering, Biomedical",Topology scaffolds-enhanced paracrine of BMSCs through mechanotransduction-related metabolism reprogramming for burn wounds healing,,[]
,0,2026-02-01,BIOMATERIALS,"Ethanol is a low-cost, water-insoluble solubilizer for chemotherapeutics and a tumor ablator in various clinical settings. Three-dimensional (3D) precise control over the flow path of liquid formulations during treatment is crucial for accurate lesion dosing, minimizing damage to adjacent tissues, and reducing systemic inflammation. Herein, we created a microliter cavity structure within an ethanol-resistant, water-dissolvable microneedle array sealed with an adhesive, denoted as APE-PCMN. This design effectively prevents volatilization of ethanol (up to 7 days) and microbial invasion at the insertion sites. Using paclitaxel (PTX) as a typical water-insoluble drug, we demonstrated the dual effects of solubilization and locoregional ablation by ethanol in the inhibition of melanoma with two administrations. Microliter-scale scattered delivery reduced skin necrosis and systemic inflammation compared to intratumoral injection in vivo. The biofluidic-responsive, 3D coverable ethanol capsule microarray approach offers a detachable, home-friendly, and minimally invasive strategy for precision chemotherapy.","Engineering, Biomedical",Microliter-scale ethanol confinement array with biofluidic triggered release for dual-enhanced precision chemotherapy,,[]
,0,2026-02-01,BIOMATERIALS,"The lack of functional vasculature in skin substitutes leads to ischemia and delayed regeneration, highlighting the need for effective prevascularization strategies. This study employs in-bath 3D bioprinting to fabricate prevascularized skin patches by patterning endothelial cells (ECs) within light-activated decellularized extracellular matrix (dECM) bioink. ECs were printed in line, grid, and dot patterns, rapidly crosslinked under visible light to achieve high shape fidelity, even with low dECM concentrations. Integration of human adipose-derived stem cells further enhanced vascular sprouting. Among the patterns, the grid configuration demonstrated the highest microvessel formation and significantly improved neovascularization and wound healing in a murine model. A mechanistic analysis suggests that differences in surface area, linked to integrin-mediated and vascular endothelial growth factor-related pathways, drive the superior outcomes of the grid pattern. This study underscores the potential of tailored vascular patterning in advancing bioprinted skin patches as innovative solutions for skin regeneration.","Engineering, Biomedical",Exploring the angiogenic potential of skin patches with endothelial cell patterns fabricated via in-bath 3D bioprinting using light-activated bioink for enhanced wound healing,,[]
,0,2026-01-01,BIOMATERIALS,,"Engineering, Biomedical","Programmed surface platform orchestrates anti-bacterial ability and time-sequential bone healing for implant-associated infection (vol 313, 122772, 2025)",,[]
,0,2026-04-01,BIOMATERIALS,"Cell-free nucleic acids (cfNAs), including cfDNA and cfRNA, have emerged as potent drivers of inflammation and immune dysregulation in oral diseases by activating nucleic acid-sensing pathways and inducing macrophage polarization. These processes disrupt immune homeostasis and impair tissue regeneration, positioning cfNAs not only as biomarkers but also as active immunological effectors. Recent advances highlight the therapeutic potential of biomaterial-based strategies for scavenging cfNAs and modulating macrophage phenotypes. These include cationic polymers, nanoparticles, hydrogels, micro/nanogels, nano/microfibers, microneedles, and enzymatic or artificial nuclease systems. This review systematically outlines cfNA-sensing mechanisms and the resulting macrophage-mediated immune responses that drive oral pathologies, and discusses emerging biomaterial platforms designed to restore immune balance and facilitate tissue repair. These insights underscore the translational promise of cfNA-scavenging immunotherapies across a broad spectrum of oral diseases.","Engineering, Biomedical",Biomaterial-based strategies for cell-free nucleic acids scavenging and macrophage modulation in oral diseases: Mechanisms and therapeutic potential,,[]
,0,2026-04-01,BIOMATERIALS,"The dense, hyaluronic acid (HA)-rich extracellular matrix (ECM) within tumor microenvironment (TME) acts as a physical barrier to therapeutic agents and limits immune cell infiltration. Concurrently, the hypoxic condition of TME activates CD73-adenosine axis, which promotes tumor angiogenesis and metastasis. Here, a potent tumor immunotherapy platform based on genetically and chemically engineered bacterial outer membrane vesicles (OMV) expressing hyaluronidase (HAase) is designed for the targeted delivery of CD73 siRNA (siCD73). This strategy enables initial degradation of HA-rich ECM, thereby enhancing deep tumor penetration and promoting drug retention. Surface modification of OMV with 3-aminophenylboronic acid (PBA) further facilitates sialic acid-mediated tumor targeting and lysosome escape, resulting in a 4.6-fold CD73 inhibition, which suppresses tumor cell and cancer-associated fibroblasts (CAFs) migration, invasion, and adhesion by downregulating epidermal growth factor receptor, matrix metalloproteinase (MMP2/9), and vascular endothelial growth factor (VEGF) secretion. Furthermore, HAase-dependent ECM degradation alleviates deep tumor hypoxia, and inhibits CAFs activation, stromal deposition and angiogenesis by decimating transforming growth factor-beta and VEGF secretion, while the intrinsic immunostimulatory properties of OMV leads to more intensive anti-tumor M1 macrophage polarization, dendritic cell maturation, and natural killer cell and cytotoxic T cell infiltration. By comprehensively reprogramming the immunosuppressive TME, the engineered OMV platform demonstrated excellent therapeutic efficacy against primary, recurrent, and metastatic tumors.","Engineering, Biomedical",Engineered bacterial outer membrane vesicles enhanced tumor immunotherapy through remodeling tumor stroma and targeted delivery of CD73 siRNA,,[]
,1,2026-03-01,BIOMATERIALS,"Injury to the mineralized tissues that protect the dental pulp can lead to pulp exposure and inflammation, necessitating the use of biologically active materials capable of preserving pulp vitality. While current biomaterials such as mineral trioxide aggregate (MTA) are widely used in vital pulp therapy (VPT), their high cost, challenging handling, and lack of structural flexibility highlight the need for alternatives. Here, we introduce a multifunctional bilayer scaffold composed of a polycaprolactone (PCL) film and a PCL/poly(ethylene oxide) (PCL/PEO) blend loaded with calcium hydroxide (CH), designed to provide both cytoprotection and mineralized tissue regeneration. The scaffold features a compact PCL layer, acting as a barrier to protect the pulp from external cytotoxic agents, and a CH-loaded fibrillar PCL/PEO electrospun layer, aimed at promoting odontoblastic differentiation through sustained calcium ion release. The bilayer structure demonstrated mechanical stability and a degradation profile suitable for clinical application. The release mechanism relies on gradual fiber degradation and CH dissolution. In vitro, the fibrillar layer enhanced calcium ion release, supported dental pulp stem cell adhesion and viability, and stimulated mineralized matrix formation. The compact layer preserved cell viability even in the presence of glass ionomer cement. In vivo, the bilayer scaffold elicited a comparable inflammatory response and expression of dentinogenesis and angiogenesis markers relative to MTA, although it did not attain the same level of mineralized tissue formation. Overall, our results indicate that this multifunctional bilayer scaffold offers a cost-effective, dual-purpose alternative to current materials, with potential for further optimization of its tissue regeneration capabilities prior to clinical implementation.","Engineering, Biomedical",Multifunctional bilayer scaffold for dental pulp protection and sustained calcium hydroxide release for mineralized tissue regeneration,,[]
,0,2026-03-01,BIOMATERIALS,"Patients with diabetes often exhibit delayed wound healing, which is characterized by the endothelial cells dysfunction and excessive accumulation of free tissue iron. Ferroptosis, a form of regulated cell death driven by iron-dependent lipid peroxidation, has been implicated in the pathogenesis of diabetic complications, though its role in angiogenesis under hyperglycemia remains unknown. In this study, we revealed a distinct ferroptosisassociated metabolic phenotype in endothelial cells derived from unhealed diabetic foot ulcers (DFUs) and under high glucose exposure in vitro, marked by elevated intracellular reactive oxygen species (ROS) levels and impaired mitochondrial function. Herein, a ferroptosis-modulating hydrogel (TC@BS) was designed to pioneer a 'dual-sink' strategy that concurrently neutralizes tissue iron pool via catechol-iron coordination and augments the angiogenic capacity of endothelial cells through preserving mitochondrial function. In specific, TC@BS exerted multifaceted ferroptosis-inhibitory effects by chelating extracellular iron, attenuating lipid oxidative stress, and maintaining mitochondrial homeostasis in endothelial cells. Utilizing a STZ-induced diabetic mouse model we further demonstrated that TC@BS application significantly accelerated wound healing compared to diabetic wounds, as evidenced by reduced wound area, enhanced neovascularization, and decreased iron accumulation. Mechanistically, PI3K/Akt signaling played a key role to suppress NOX4-dependent lipid peroxidation and ferroptosis following TC@BS administration in iron-rich microenvironments. Overall, our work underscores the significance of ferroptosis as a mechanistic driver of diabetic wounds and provides a conceptual framework for ferroptosis-centered regenerative intervention.","Engineering, Biomedical",A multifunctional hydrogel promotes diabetic wound healing by remodeling iron balance and energy metabolism,,[]
,1,2026-03-01,BIOMATERIALS,"Thrombosis remains a major contributor to cardiovascular diseases globally, yet current therapeutic strategies are hindered by narrow therapeutic windows, suboptimal thrombolytic efficacy, and inflammation-driven recurrence. Herein, we reported a second near-infrared (NIR-II) fluorescence imaging (FLI)-guided cascade thrombolytic nanoassembly, MTQPL-Arg@RGD, integrating thrombolytic, antioxidant, and anti-inflammatory functions. This multifunctional nanoassembly was constructed from an aggregation-induced emission (AIE)active phototheranostic agent (MTQPL), a stimulus-responsive NO donor (L-arginine) and the thrombus-homing peptide c(RGDfC). The integration of NIR-II FLI and AIE sensitively delineated the thrombus site, providing accurate guidance for thrombolysis. Upon 808 nm laser irradiation, the nanoassembly enabled non-invasive and safe thrombolytic therapy through synergistic photothermal/photodynamic (PTT/PDT) effects and hydrogen peroxide-triggered NO gas therapy (GT). Furthermore, it scavenged 82 % of excessive reactive oxygen species, significantly alleviating oxidative stress-induced pro-inflammatory cytokines production. Consequently, 78 % blood reperfusion was realized, effectively restoring blood flow and preventing re-embolism in carotid thrombosis models. This work presents the first multimodal stimulus-responsive nanoassembly for cascade diagnosis and therapy that integrates NIR-II FLI, PTT, PDT, GT, and antioxidant/anti-inflammatory effects, providing a safe, rapid, and minimally invasive approach for time-critical clinical thrombolysis.","Engineering, Biomedical",Stimulus-responsive AIE nanoassembly for NIR-II imaging-guided cascade photothermal/photodynamic/gas synergistic thrombolysis and vascular healing,,[]
,0,2026-01-01,BIOMATERIALS,"Polycation-based mRNA delivery systems, known as polyplexes, hold significant potential for use in mRNA vaccines and therapeutics. However, their performance has been suboptimal in infectious disease vaccines, which require the induction of both humoral and cellular immunity. Herein, we optimized polycation hydrophobicity to maximize the efficacy of humoral and cellular immunity induction, using biodegradable amphiphilic polyaspartamide derivatives as a platform. The side chains of the polymers contain cationic diethylenetriamine (DET) and hydrophobic 2-cyclohexylethyl (CHE) moieties at varying ratios. Increasing the CHE introduction ratio enhanced immunostimulatory adjuvanticity by activating NLRP3 inflammasome pathway, leading to more efficient activation of cultured dendritic cells. Following subcutaneous injection into mice, polyplexes with higher CHE introduction ratios improved protein expression efficiency in the draining lymph nodes and induced robust germinal center responses. Consequently, antibody responses were enhanced with higher CHE introduction ratios in vaccinations targeting a model antigen and the SARS-CoV-2 spike protein. Furthermore, the vaccination elicited both CD8-positive and CD4-positive T cells in a Th1-skewed manner. In a distribution analysis, protein expression from the delivered mRNA was localized to the injection site and draining lymph nodes, avoiding a safety concern associated with systemic distribution. Collectively, this study demonstrates that the introduction of hydrophobic moieties into polyaspartamide derivatives is an effective and safe strategy to enhance the efficacy of polyplex-based mRNA vaccines targeting infectious diseases.","Engineering, Biomedical",Increasing polycation hydrophobicity in mRNA polyplex vaccines enhances the efficacy of humoral and cellular immunity induction,,[]
,0,2026-01-01,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,"Background: Zirconia is an emerging alternative to titanium for dental implant systems. However, zirconia surfaces can deteriorate under aqueous conditions, thereby compromising mechanical performance. The goal of this study was to assess the impact of biological exposure or aging simulating the oral cavity on the surface integrity and mechanical strength of surface-treated zirconia.
Methods: Partially yttria- or magnesia-stabilized zirconia specimens were polished, acid-etched, or sandblasted. Zirconia disks were exposed to mammalian cells or bacteria. Surface degradation via tetragonal-to-monoclinic phase transformation was assessed by Raman microscopy. Zirconia bars were subjected to accelerated aging by exposure to autoclave steam. Surface morphology was examined by scanning electron microscopy, and mechanical strength was measured using four-point bend test loading until failure.
Results: Early-colonizing oral bacteria significantly increased monoclinic content similar to 5-fold on acid-etched yttriastabilized zirconia versus control (p < 0.05). Surface monoclinic content on acid-etched zirconia increased rapidly (54.6 +/- 9.3 %) after 4 h of aging before plateauing (77.0 +/- 5.7 %) after 20 h. In contrast, polished or sandblasted zirconia exhibited minimal monoclinic content (similar to 4 %) after 4 h that gradually increased to similar to 40 % by 20 h. Acid-etching treatment significantly reduced the flexural strength of zirconia (585 +/- 34 MPa) while sandblasting variants were statistically similar (922 +/- 52 MPa) to machined control (921 +/- 74 MPa). Aging reduced the flexural strength of machined or sandblasted zirconia, which was significant (p < 0.05) for machined zirconia (782 +/- 178 MPa).
Conclusions: Acid-etching and/or exposure to acidic environment increase zirconia susceptibility to surface degradation, impacting its surface and mechanical properties.","Engineering, Biomedical",Simulated oral environment affects zirconia aging and mechanical strength,,[]
,0,2026-04-01,BIOMATERIALS,"In situ tissue-engineered heart valves (TEHVs) using human cell-derived tissue engineered matrices (hTEMs) offer a promising solution to current heart valve prosthesis limitations. Decellularization is crucial for producing hTEMs by removing cellular components while preserving ECM integrity. Current detergent decellularization protocols are inadequate for reducing intracellular proteins, some of which are damage-associated molecular patterns (DAMPs). Apoptosis could offer an alternative decellularization method for reducing intracellular proteins in hTEMs. We hypothesize that apoptosis-assisted decellularization, combined with hTEM functionalization using the apoptotic secretome, can enhance the remodeling capacity of hTEMs. hTEM-based TEHVs were decellularized using an apoptosis-assisted method and characterized by (immuno-)histology, biochemical assays, biaxial mechanical testing, and mass spectrometry. The apoptotic secretome of human dermal fibroblasts was characterized and used to functionalize hTEMs. Results showed that apoptosis-assisted decellularization met the decellularization standards as well as reduced intracellular proteins and DAMPs with no change in ECM structure and mechanics. Furthermore, the apoptotic secretome functionalization led to an increased tissue repair phenotype in seeded immune cells. TEHVs treated using the apoptosis-assisted decellularization exhibited sustained leaflet functionality in vitro under pulmonary conditions. Apoptosis is a promising strategy to reduce immunogenic DAMPs and introduce biochemical cues that can foster in situ tissue remodeling.","Engineering, Biomedical",Apoptosis as a strategy for enhancing decellularization and remodeling of tissue-engineered heart valves,,[]
,0,2026-04-01,BIOMATERIALS,"The abnormal vascular structure and impaired lymphatic drainage in tumor tissue lead to interstitial fluid accumulation, resulting in elevated interstitial fluid pressure, which severely hinders the intratumoral penetration of therapeutic drugs. Liquid metals (LM), with their unique dynamic atomic rearrangement, high electrical conductivity, and remarkable deformability, exhibit superior catalytic efficiency and penetrability unattainable by conventional catalytic therapies. Herein, we innovatively constructed a biomimetic nanocatalytic system (LM@M) based on Ga67In20.5Sn12.5 coated with tumor cytomembranes. Under ultrasound stimulation, LM@M piezocatalytically decomposes interstitial water in tumors to generate hydrogen, significantly reducing tumor interstitial pressure while simultaneously activating the cGAS-STING immune pathway to enhance antigen presentation and promote T-cell infiltration into deep tumor regions. Experimental results demonstrate that LM@M not only markedly improves drug penetration efficiency in tumor tissues but also induces a robust and sustained antitumor immune response, successfully eliminating both primary and distal metastatic tumors in tumor-bearing mice. This study innovatively integrates the catalytic properties of liquid metals with immunomodulation, unveiling the dynamic deformation behavior of LM-based nanomedicines within the tumor microenvironment, thereby providing a novel strategy for their biomedical applications.","Engineering, Biomedical",Piezoelectric catalytic activation of cGAS-STING pathway by Ga-based liquid metal nanoparticles for enhanced antitumor immunotherapy,,[]
,0,2026-03-01,BIOMATERIALS,,"Engineering, Biomedical","PEGylated immunoliposome-loaded endoglin single-chain antibody enhances anti-tumor capacity of porcine α1,3GT gene (vol 217, 119231, 2019)",,[]
,0,2026-03-01,BIOMATERIALS,"Activation of p38 mitogen-activated protein kinase plays an important role in the progression of ventricular muscle inflammation after myocardial ischemia-reperfusion (MI/R). The inhibition of p38 activation in ischemic myocardium can reduce ventricular muscle remodeling post-MI. However, owing to the dynamic change of p38 in ischemic myocardium after MI, the clinical therapeutic effect of p38 inhibitors is insufficient. Herein, we describe the design of a hydrogelator Nap-Phe-Phe-Thr-Gly-Tyr-OH (Nap-TGY) to coassemble the p38 inhibitor SB202190 (SB), a p38 responsive supramolecular hydrogel (Gel Nap-TGY + SB) for local administration and p38 responsive release of SB to efficiently improve the inflammatory microenvironment. Under the overexpression of p38 in ischemic myocardium, Nap-TGY in the hydrogel is phosphorylated to yield hydrophilic Nap-Phe-Phe-Thr (H2PO3)-Gly-Tyr(H2PO3) (Nap-TpGYp), triggering the disassembly of the hydrogel and a responsive release of the inhibitor. Intramyocardial hydrogel injection significant reducing p38 activation, ROS levels, and inflammation while promoting macrophage reprogramming and angiogenesis. These findings demonstrate a novel therapeutic strategy for ischemic cardiomyopathy through targeted regulation of the p38 mitogen-activated protein kinase (MAPK) pathway, combined with synergistic antioxidant effects and immune reprogramming to restore tissue homeostasis.","Engineering, Biomedical",Sustained release of dual p38 inhibitors via supramolecular hydrogels to enhance cardiac repair after MI/R injury,,[]
,1,2026-02-01,BIOMATERIALS,"Cancer vaccines stimulate antitumor immunity by delivering tumor antigens and, in recent years, have emerged as a promising therapeutic strategy against cancer. The recent success of mRNA-based cancer vaccines from Moderna in treating patients with late-stage melanoma demonstrates the feasibility of clinical translation of antigen-based cancer vaccines. However, the success of cancer vaccine development not only relies on the screening of effective tumor antigens but also on the treatment strategy and delivery system. This review elaborates on the methods applied to each step of cancer vaccine development including tumor antigen screening, vaccine development, and clinical treatment strategies. Artificial intelligence-assisted models have recently applied to facilitate tumor antigens screening, and novel delivery platforms have been designed to enhance payload delivery and antitumor immune responses. By illustrating these novel strategies in recent years, we hope that this review provides insights into future cancer vaccine development and clinical translation globally.","Engineering, Biomedical","Cancer vaccines: Discovery, development, and challenges for clinical translation",,[]
,2,2026-01-01,BIOMATERIALS,"During cardiovascular-stent endothelialization, application of an endothelium-mimetic coating is desirable to establish a conducive microenvironment that promotes endothelialization, thereby reducing the risks of in-stent thrombosis and restenosis. In this study, we construct an endothelium-mimetic coating on vascular stents assisted by metal-phenolic networks (MPNs). The functional components are integrated through a layer-by-layer selfassembly technique with positively charged polyethyleneimine, negatively charged hyaluronic acid (HA), and MPNs composed of epigallocatechin gallate and Cu as a sandwiched assisting interlayer. Vasoactive nitric oxide (NO) released by Cu catalysis along with the glycocalyx major component HA modification on the surface, endow vascular stents with protective functionalities similar to that of natural endothelial cells. The presence of cation-anion electrolytes and polyphenols enhances the loading, stability, and uniformity of the coating through various interactions such as electrostatic adsorption, hydrogen bonding, pi-pi stacking, and covalent crosslinking of phenol-aldehyde-amine. Systematic in-vitro and in-vivo studies demonstrate that this coating significantly reduces platelet adhesion and activation and thrombus formation, selectively promotes endothelial cells proliferation and regulates the behaviour of smooth muscle cells, and mitigates inflammatory responses by the synergistic effects of NO catalytic release and glycocalyx functionalization. In-vivo stent implantation experiment reveals that, compared to bare stents, this coating accelerates stent endothelialization and inhibits intimal hyperplasia of vessels. Three months after implantation, the lumen loss rate of the coated stent is only one-third of that of the bare stent. Overall, the MPNs-assisted construction of multi-layered endothelium-mimetic polyelectrolyte coatings with a dual-modality strategy integrating contact therapy via glycocalyx functionalization and gas therapy via NO generation provides innovative insights for the development of next-generation stents. The proposed method can serve as a universal surface-modification strategy to enhance the biocompatibility of implantable cardiovascular devices.","Engineering, Biomedical",Metal-phenolic networks assisted construction of multi-layered endothelium-mimetic polyelectrolyte coating with nitric oxide generation and glycocalyx functionalization,,[]
,0,2026-01-01,BIOACTIVE MATERIALS,"Bacteria have emerged as powerful and versatile platforms for cancer therapy, leveraging their inherent tumortargeting capabilities, adaptability to engineering, and ability to interact dynamically with the tumor microenvironment (TME). This review systematically introduces the multimodal mechanisms of action underlying bacteria-based cancer therapeutics, from direct tumor lysis to bacterial tropism and immune modulation in the TME. We summarize engineering strategies for bacteria-based cancer therapy through two principal approaches: biological engineering (genetic reprogramming and biofilm encapsulation) and physicochemical modification (chemical conjugation, physical interaction, and biomineralization coating). This discussion highlights the key applications of live bacteria, including facultative anaerobes (e.g., Salmonella typhimurium (S. typhimurium) and Escherichia coli (E. coli), obligate anaerobes (e.g., Clostridium), and probiotics (e.g., Bifidobacterium), for precision oncotherapy. In addition to whole-cell therapies, we introduce bacterial derivatives such as outer membrane vesicles (OMVs) and membrane-coated nanoparticles as complementary approaches. Finally, we discuss key translational challenges in bacteria-based cancer therapies, including strain optimization, immune-related adverse effects, and manufacturing scalability. This review consolidates current advances in bacterial cancer therapy, offering a design framework to optimize microbial therapeutics. By bridging engineering principles with clinical needs, it provides actionable insights for developing safer, more effective living medicines against cancers.","Engineering, Biomedical","Engineered bacteria and bacteria-derived nanomaterials for cancer therapy: Mechanisms, designs and advances",,[]
,4,2026-01-01,BIOMATERIALS,"Diabetic wounds are notorious for their difficulty in healing and high recurrence rate, due to their harsh inflammatory microenvironment and the peripheral neuropathy caused by a hyperglycemic condition. However, current research often overlooks the impact of diabetic peripheral neuropathy on hindering wound healing. Here, we develop an adhesive elastomeric wound dressing by combining the natural active molecule lipoic acid (LA) with the clinically applied hypoglycemic drug metformin (Met), integrating the characteristics of remodeling the wound microenvironment and restoring peripheral nerve function, while stabilizing polyLA through the formation of strong salt bridge hydrogen bonds between guanidyl and carboxyl. The surface of the elastomeric dressing rich in adhesive carboxyl groups can achieve effective sealing protection for diabetic wounds by forming multiple hydrogen bonds or electrostatic interactions with the tissues, thereby resisting harmful bacterial invasion. The sustained targeted release of LA and Met at the wound site can effectively reduce local oxidative stress, increase collagen deposition and angiogenesis, and significantly upregulate neuroendocrine chemicals and nerve fiber markers, promoting the recovery of peripheral nerves around the lesion. In the diabetic infection model in rats, the polyLA-Met patch shows a significantly superior wound healing effect compared to the commercial 3M dressing.","Engineering, Biomedical",A poly(lipoic acid)-based elastomer adhesive with synergistic activity of microenvironment regulation and peripheral neuropathy repair facilitates infectious diabetic wound healing,,[]
,0,2026-01-01,BIOMATERIALS,,"Engineering, Biomedical",The development of a collagen-nanoscale hydroxyapatite three-dimensional (3D) in vitro culture system for reproducing osteocyte differentiation and tissue mineralization,,[]
,0,2026-03-01,BIOMATERIALS,"Three-dimensional (3D) cell structures, such as tumor spheroids, have emerged as essential tools in cancer research. However, current scaffold-free planar platforms designed to maintain 3D cell structures, including hydrogel-based low-adherence attachment plates, face limitations in handling rare cell samples and achieving high-throughput spheroid formation. We address these challenges by presenting a polyelectrolyte multilayer (PEM)-based surface coating designed to promote rapid spheroid formation from individual cancer cells. The coating was developed using a layer-by-layer deposition of poly-L-lysine and poly-L-glutamic acid, with the number of layers adjusted to tailor the surface hydrophilicity, charge neutrality, and mechanical dissipation capacity. The human colorectal carcinoma cell line HCT116 was used to assess the effectiveness of spheroid formation on this coating. When both surface charge neutrality and mechanical dissipation capacity were enhanced, we observed nearly 100 % efficiency in spheroid formation from single cells within three days, surpassing conventional scaffold-free techniques. Spheroid growth on this platform relies on EpCAM and exhibits enhanced expression of stemness and mixed epithelial/mesenchymal markers. The rapid expansion of individual cells on this platform can be utilized for high-throughput ex vivo applications, thereby advancing our understanding of cancer biology and facilitating the development of effective therapies.","Engineering, Biomedical",Spontaneous upregulation of stemness and 3D spheroid formation of single cancer cells induced by scaffold-free polypeptide polyelectrolyte multilayer coating,,[]
